
Fri, 25 Sep 2015 5:22:13 PM,
3,9,6,6,
3966,1,BICYCLE,CAR,HELMET,FISH,BEER,BANK,BANK,BEER,4.12303437851,BANK,BEER,3.33389724907,0.20696258219,0.582174547249,
3966,2,SHAMPOO,BLEACH,SHOWER,TEAM,SAUCE,CIRCLE,SHAMPOO,SHOWER,3.22996769473,SHAMPOO,SHOWER,2.02355799254,0.301616661367,0.904793040827,
3966,3,MONKEY,BEAR,BANANA,AIRPLANE,HAMMER,PLUG,HAMMER,BANANA,5.58824497298,HAMMER,BANANA,3.30963706563,0.399808180402,1.87879972695,
3966,4,CUP,BOWL,TEA,LAMP,PHONE,TRUCK,LAMP,BOWL,7.30391161062,LAMP,BOWL,6.10963580757,0.262889225967,0.931386577082,
3966,5,CAMEL,ANTELOPE,DESERT,CORK,ENGINE,PAMPHLET,ANTELOPE,PAMPHLET,1.86857309903,ANTELOPE,PAMPHLET,1.08707399259,0.370763100451,0.410736005986,
3966,6,FOOTBALL,BASEBALL,QUARTERBACK,CLOUD,PLANT,NECKLACE,FOOTBALL,BASEBALL,3.12020906142,FOOTBALL,BASEBALL,2.603942135,0.186212691246,0.330054235179,
3966,7,COW,PIG,GRASS,CHISEL,PARCEL,HOTEL,PARCEL,CHISEL,5.83179795987,PARCEL,CHISEL,4.26221716206,0.784963049809,0.784617747995,
3966,8,SHOE,GLOVE,FOOT,WALL,CARD,TIGER,GLOVE,TIGER,3.24849447748,GLOVE,TIGER,2.37092995772,0.546166156651,0.331398363109,
3966,9,DOG,CAT,BONE,POND,HOOD,QUEEN,BONE,POND,9.33524071495,HOOD,QUEEN,BONE,HOOD,QUEEN,BONE,POND,3.6953570646,0.266182008083,3.82216360886,0.572083325358,0.108313861187,0.215300809941,0.286366107292,0.369473929633,
3966,10,COCONUT,ORANGE,BEACH,CYMBAL,SOCIETY,ROD,COCONUT,SOCIETY,10.5579756111,COCONUT,SOCIETY,SOCIETY,ORANGE,ORANGE,CYMBAL,CYMBAL,SOCIETY,2.16454011959,0.515819325461,1.5349128932,1.19964470004,2.61513084057,0.300614855718,0.759862289764,0.136866645887,1.33058394084,
3966,11,TRUCK,BUS,TRAILER,CLIMATE,CACTUS,CLUB,TRAILER,TRUCK,7.76176393265,TRAILER,TRUCK,CACTUS,TRUCK,CACTUS,TRUCK,CACTUS,TRUCK,1.34127935802,0.247180145583,2.5401152639,0.341296904604,0.583123382414,0.846592966933,0.347478237352,0.557012871141,0.957684802706,
3966,12,PACKAGE,CRATE,DELIVERY,TROUT,CHILD,BILL,CHILD,CRATE,10.181006679,CHILD,CRATE,9.16104439402,0.2476519146,0.772310370347,
3966,13,RIVER,LAKE,RAPIDS,GLASS,BUDGET,FEATHER,FEATHER,BUDGET,6.73178491567,FEATHER,BUDGET,5.58956129127,0.211965320166,0.93025830423,
3966,14,CROUTONS,BAGEL,SALAD,METAL,SHARK,SPOT,SALAD,SPOT,8.55161980656,SPOT,SALAD,SPOT,SALAD,SALAD,SPOT,2.43839689903,0.32379311556,0.421658865642,0.164469271549,4.4843856045,0.175271954155,0.54364409612,
3966,15,SPIDER,BEE,WEB,PEPPER,SHED,TOILET,BEE,WEB,3.62693036301,BEE,WEB,3.23437484482,0.144023299101,0.248532219091,
3966,16,PANTS,DRESS,POCKET,ICE,TEETH,DOG,DRESS,PANTS,5.40085302456,ICE,ICE,DRESS,PANTS,1.97599539952,0.304029801278,2.13024698186,0.195894053555,0.794686788344,
3966,17,BIRD,BAT,NEST,BONE,RAIN,BRACKET,BONE,BIRD,4.75819702796,BONE,BIRD,3.90904922492,0.262343298178,0.586804504856,
3966,18,CROWN,HAT,KING,SHOVEL,NOSE,TENT,NOSE,TENT,4.72522815422,NOSE,TENT,3.70017308136,0.254309651325,0.770745421527,
3966,19,HAPPY,SAD,SMILE,ROOF,SEED,KEY,SAD,SEED,6.86858038255,SAD,SEED,5.83851032227,0.513966680272,0.51610338001,
3966,20,SHIP,CANOE,SAILOR,UMBRELLA,BANANA,CHAIR,BANANA,UMBRELLA,4.44675995666,BANANA,UMBRELLA,2.89629987429,0.379816430504,1.17064365186,
3966,21,SNOW,RAIN,SLED,CEMETARY,WORK,NOVEL,NOVEL,SLED,7.77956501895,NOVEL,SLED,7.00578603998,0.162838771474,0.610940207494,
3966,22,ROBBERY,TREASON,BANK,STEW,TUB,SHORE,STEW,TUB,3.0526103559,STEW,TUB,2.34027755249,0.213468028582,0.498864774825,
3966,23,RABBI,PASTOR,TEMPLE,DRIVEWAY,GLOVES,APPLE,DRIVEWAY,TEMPLE,2.72439188161,DRIVEWAY,TEMPLE,2.08774009731,0.244336951058,0.39231483324,
3966,24,SURGEON,BUTCHER,KIDNEY,PENGUIN,MOVIE,HOUSE,BUTCHER,PENGUIN,5.18868277466,BUTCHER,PENGUIN,3.52166992333,1.06000206585,0.60701078549,
