
Fri, 25 Sep 2015 4:01:13 PM,
3,9,6,5,
3965,1,SPIDER,BEE,WEB,PEPPER,SHED,TOILET,SPIDER,WEB,13.2477942876,SPIDER,BEE,BEE,WEB,6.09693381969,0.667606336036,2.7517216972,1.89587547499,1.83565695967,
3965,2,BEER,JUICE,PARTY,SHOP,SNOW,WOUND,BEER,PARTY,4.42440423417,BEER,PARTY,3.03445778044,0.799493538623,0.590452915116,
3965,3,FOOTBALL,BASEBALL,QUARTERBACK,CLOUD,PLANT,NECKLACE,QUARTERBACK,FOOTBALL,5.45933543581,BASEBALL,BASEBALL,QUARTERBACK,FOOTBALL,1.95209043604,2.35308084643,0.505401305578,0.180566489857,0.468196357906,
3965,4,HAPPY,SAD,SMILE,ROOF,SEED,KEY,HAPPY,SMILE,2.48342231225,HAPPY,SMILE,1.17927335473,0.923119706713,0.381029250799,
3965,5,NEEDLE,PIN,THREAD,WAX,HYDRANT,WRIST,NEEDLE,THREAD,3.85161522709,NEEDLE,THREAD,2.9345463731,0.439653694048,0.477415159941,
3965,6,ROBBERY,TREASON,BANK,STEW,TUB,SHORE,BANK,ROBBERY,4.4902872508,BANK,ROBBERY,3.75579345063,0.220180588673,0.51431321149,
3965,7,COW,BUFFALO,FARM,SKY,SLIDE,CHALK,FARM,COW,5.17669370574,FARM,COW,4.03049891973,0.507787613315,0.638407172693,
3965,8,CIGARETTES,ALCOHOL,LUNGS,OUTLET,SOCK,CARPET,ALCOHOL,CIGARETTES,4.45281347934,ALCOHOL,CIGARETTES,3.11853970416,1.00773265673,0.326541118455,
3965,9,SILVER,GOLD,BULLET,STAIRS,BALLOON,LIBRARY,SILVER,GOLD,1.39923676556,SILVER,GOLD,0.834790896814,0.296751006259,0.267694862487,
3965,10,SUBMARINE,AIRPLANE,OCEAN,SHEET,CROW,DOCTOR,OCEAN,SUBMARINE,5.30541428328,AIRPLANE,AIRPLANE,OCEAN,SUBMARINE,2.1696569451,1.05805666884,0.894886918541,0.865266642082,0.317547108716,
3965,11,TRUCK,BUS,TRAILER,CLIMATE,CACTUS,CLUB,BUS,TRUCK,3.80496900251,BUS,TRUCK,3.17028695946,0.377449789215,0.257232253833,
3965,12,FIELD,COURT,GRASS,GAS,TOAD,SCHOOL,COURT,FIELD,11.6282286168,GAS,TOAD,TOAD,GAS,GRASS,GRASS,SCHOOL,COURT,SCHOOL,FIELD,4.06414592497,1.0279729031,0.362042411929,0.346626758022,2.61151519285,1.71272072849,0.0829457128275,0.111338404793,0.729267958377,0.443656586227,0.135996035184,
3965,13,BIRD,BAT,NEST,BONE,RAIN,BRACKET,NEST,BIRD,2.13041893473,NEST,BIRD,1.09999880817,0.174928804729,0.855491321825,
3965,14,SNOW,RAIN,SLED,CEMETARY,WORK,NOVEL,SNOW,RAIN,4.3559286571,SNOW,RAIN,3.42140843802,0.171176858916,0.763343360159,
3965,15,CAR,BIKE,SEATBELT,SHRIMP,COTTON,BISCUIT,CAR,BIKE,4.51329287291,CAR,BIKE,3.38174964559,0.876113284728,0.255429942597,
3965,16,TORTILLA,BAGEL,BEANS,COLD,KNOB,SALESMAN,BEANS,TORTILLA,3.6807297043,BAGEL,BAGEL,BEANS,TORTILLA,2.09486831276,0.737271756341,0.12277897587,0.301324321335,0.424486337986,
3965,17,CRIB,BED,BABY,FERRY,BOWL,PATIO,BED,CRIB,4.36856171988,BED,CRIB,3.04958408457,0.861562700491,0.457414934819,
3965,18,ROCKET,MISSILE,ASTRONAUT,BUG,CHEESE,WATER,ASTRONAUT,ROCKET,1.75535048728,ASTRONAUT,ROCKET,0.952776069113,0.20204392157,0.600530496595,
3965,19,CROUTONS,BAGEL,SALAD,METAL,SHARK,SPOT,CROUTONS,SALAD,1.85442198582,CROUTONS,SALAD,1.42617211476,0.231480126575,0.196769744478,
3965,20,DOG,CAT,BONE,POND,HOOD,QUEEN,DOG,CAT,3.46853702252,DOG,CAT,2.66229772831,0.33886960258,0.467369691629,
3965,21,SHAMPOO,BLEACH,SHOWER,TEAM,SAUCE,CIRCLE,SHAMPOO,SHOWER,3.59873381346,SHAMPOO,SHOWER,2.07415663157,1.19114761935,0.333429562539,
3965,22,COOKIE,BISCUIT,CHOCOLATE,PAGE,WAVE,FUR,BISCUIT,COOKIE,2.77141933002,BISCUIT,COOKIE,2.12949063189,0.226349300094,0.415579398032,
3965,23,CHAIR,SOFA,LEGS,BREAD,BALL,KEYBOARD,SOFA,CHAIR,3.86924040063,SOFA,CHAIR,1.8558727073,1.67770477454,0.335662918791,
3965,24,LAWNMOWER,SCISSORS,GRASS,BOMB,AUNT,INTERNET,LAWNMOWER,GRASS,3.49585541252,LAWNMOWER,GRASS,1.6672381931,1.43943684727,0.389180372149,
3965,25,TOOTHBRUSH,COMB,FLOSS,CAKE,CUP,GLASSES,FLOSS,TOOTHBRUSH,2.7881466586,FLOSS,TOOTHBRUSH,1.94269484593,0.575193192271,0.270258620396,
3965,26,BOTTLE,CAN,BABY,CLOCK,BERRY,BELL,BABY,BOTTLE,3.04268802602,BELL,BELL,BABY,BOTTLE,1.34889653132,1.28618808527,0.105004823607,0.0364752831083,0.266123302717,
3965,27,RECEPTIONIST,HOSTESS,TELEPHONE,PARK,HAND,STRING,RECEPTIONIST,TELEPHONE,3.97920919457,RECEPTIONIST,TELEPHONE,2.55243321946,0.97821236153,0.44856361358,
