
Fri, 25 Sep 2015 1:35:02 PM,
3,9,5,5,
3955,1,OVEN,MICROWAVE,PAN,SCREEN,BASKETBALL,BOOT,OVEN,MICROWAVE,18.8546656487,OVEN,PAN,PAN,PAN,PAN,PAN,OVEN,PAN,OVEN,MICROWAVE,6.07585863047,0.134790963013,0.000220488480409,0.000219164212467,0.000222474860493,0.000241676549194,1.86152330392,1.09041451171,0.597900194858,3.06875731237,6.02451692829,
3955,2,COW,PIG,GRASS,CHISEL,PARCEL,HOTEL,PIG,COW,9.3870327614,PIG,COW,5.98325711141,0.357265823681,3.04650982631,
3955,3,TOOTHBRUSH,COMB,FLOSS,CAKE,CUP,GLASSES,TOOTHBRUSH,FLOSS,7.32462194171,TOOTHBRUSH,FLOSS,5.42877063437,0.490143900184,1.40570740715,
3955,4,PANDA,RACOON,BAMBOO,WHIP,FENDER,LAW,PANDA,RACOON,10.3578160517,PANDA,RACOON,9.43792785854,0.249369157973,0.670519035179,
3955,5,CIGARETTES,ALCOHOL,LUNGS,OUTLET,SOCK,CARPET,CIGARETTES,ALCOHOL,10.0128346807,CIGARETTES,ALCOHOL,9.57269001902,0.10645289658,0.333691765059,
3955,6,WAITRESS,STEWARDESS,RESTAURANT,SWAN,BEACH,CALCIUM,RESTAURANT,WAITRESS,4.20583460187,RESTAURANT,WAITRESS,3.48937119733,0.284556602972,0.431906801576,
3955,7,RIVER,LAKE,RAPIDS,GLASS,BUDGET,FEATHER,RAPIDS,RIVER,3.92030136073,RAPIDS,RIVER,2.78389646178,0.126881187171,1.00952371178,
3955,8,SNOW,RAIN,SLED,CEMETARY,WORK,NOVEL,SNOW,SLED,3.32798422547,SNOW,SLED,2.61008797689,0.0726099015883,0.645286346989,
3955,9,FIELD,COURT,GRASS,GAS,TOAD,SCHOOL,FIELD,GRASS,6.39762547814,FIELD,GRASS,5.68358413622,0.238205356218,0.475835985708,
3955,10,CHISEL,KNIFE,SCULPTURE,HAMSTER,BOTTLE,MIRROR,KNIFE,BOTTLE,7.5362286406,KNIFE,BOTTLE,4.60996151053,2.41647327023,0.509793859834,
3955,11,RECEPTIONIST,HOSTESS,TELEPHONE,PARK,HAND,STRING,RECEPTIONIST,TELEPHONE,6.96001444763,RECEPTIONIST,TELEPHONE,5.97919330352,0.321263961785,0.659557182327,
3955,12,BEE,BUTTERFLY,HONEY,ASPHALT,COACH,PLIERS,BEE,HONEY,6.13962681167,BEE,HONEY,4.81741335896,0.854635853015,0.467577599688,
3955,13,COW,BUFFALO,FARM,SKY,SLIDE,CHALK,COW,FARM,2.26424186725,COW,FARM,1.53782370589,0.195598109756,0.530820051601,
3955,14,POLICE,FIREMAN,HANDCUFFS,CARAVAN,CRAB,LAUNDRY,POLICE,HANDCUFFS,4.80635053164,POLICE,HANDCUFFS,3.55044683677,0.694540692042,0.561363002824,
3955,15,BEER,JUICE,PARTY,SHOP,SNOW,WOUND,PARTY,BEER,3.06588665834,PARTY,BEER,2.00359733905,0.330158321318,0.732130997974,
3955,16,BISCUITS,TOAST,GRAVY,SNAIL,PELICAN,DANCE,GRAVY,BISCUITS,7.54344053401,GRAVY,BISCUITS,6.77466673465,0.429632393396,0.339141405959,
3955,17,SAXOPHONE,HARP,JAZZ,SODA,HAIR,PILOT,SAXOPHONE,JAZZ,4.37283244268,SAXOPHONE,JAZZ,3.87056399364,0.114216011178,0.388052437862,
3955,18,CRIB,BED,BABY,FERRY,BOWL,PATIO,CRIB,BED,5.08641261273,CRIB,BED,4.13455822518,0.3109496697,0.640904717846,
3955,19,GARLIC,ONION,VAMPIRE,HOUSE,FOOT,CODE,ONION,GARLIC,6.82412170434,ONION,GARLIC,3.93634537369,2.01740501614,0.870371314508,
3955,20,SURGEON,BUTCHER,KIDNEY,PENGUIN,MOVIE,HOUSE,KIDNEY,SURGEON,8.6208829736,KIDNEY,SURGEON,7.70092691238,0.412859046948,0.50709701427,
3955,21,FLY,ANT,WINGS,CEREAL,BUSINESS,CONCRETE,WINGS,FLY,2.6021748904,WINGS,FLY,1.84871974326,0.197336856741,0.556118290406,
