
Tue, 22 Sep 2015 9:05:29 AM,
3,9,1,0,
3910,1,PENCIL,PEN,ERASER,FLUTE,MINT,SHEEP,PENCIL,ERASER,9.54566985936,PENCIL,ERASER,3.5297246814,1.55576309774,4.46018208022,
3910,2,CAMEL,ANTELOPE,DESERT,CORK,ENGINE,PAMPHLET,ENGINE,CAMEL,33.4448957255,ENGINE,CAMEL,31.9852767902,0.720622194,0.738996741304,
3910,3,SPIDER,BEE,WEB,PEPPER,SHED,TOILET,WEB,SPIDER,5.80457084285,WEB,SPIDER,4.63814017177,0.56309689302,0.603333778068,
3910,4,COW,BUFFALO,FARM,SKY,SLIDE,CHALK,FARM,COW,5.82583726005,FARM,COW,4.82011112594,0.305205001612,0.700521132501,
3910,5,SUBMARINE,AIRPLANE,OCEAN,SHEET,CROW,DOCTOR,OCEAN,SUBMARINE,5.33932244501,OCEAN,SUBMARINE,4.52162943213,0.266428121889,0.551264890993,
3910,6,LAWNMOWER,SCISSORS,GRASS,BOMB,AUNT,INTERNET,GRASS,LAWNMOWER,4.70404666453,GRASS,LAWNMOWER,3.56215633181,0.313815722155,0.828074610559,
3910,7,PANTS,DRESS,POCKET,ICE,TEETH,DOG,TEETH,DOG,7.11628031704,TEETH,DOG,3.27628431632,2.35194139322,1.4880546075,
3910,8,SPOON,LADLE,CEREAL,LION,TREE,STEREO,SPOON,CEREAL,6.18977552667,SPOON,CEREAL,5.34075629598,0.413560899935,0.435458330758,
3910,9,SAXOPHONE,HARP,JAZZ,SODA,HAIR,PILOT,SAXOPHONE,JAZZ,3.51771886917,SAXOPHONE,JAZZ,2.61924353184,0.368944661168,0.529530676169,
3910,10,TORTILLA,BAGEL,BEANS,COLD,KNOB,SALESMAN,TORTILLA,BEANS,5.46681599997,TORTILLA,BEANS,4.7812432028,0.419504545076,0.266068252095,
3910,11,RIVER,LAKE,RAPIDS,GLASS,BUDGET,FEATHER,RIVER,LAKE,12.7437362959,RIVER,LAKE,10.4002238675,0.420888736,1.92262369243,
3910,12,RECEPTIONIST,HOSTESS,TELEPHONE,PARK,HAND,STRING,HOSTESS,RECEPTIONIST,9.47093149333,HOSTESS,RECEPTIONIST,8.71849575095,0.495041775663,0.25739396672,
3910,13,CAPTAIN,PILOT,SHIP,EAR,BENCH,FREEZER,CAPTAIN,SHIP,3.40246519083,CAPTAIN,SHIP,2.60847756543,0.503673684521,0.290313940874,
