
Tue, 22 Sep 2015 11:00:25 AM,
3,9,1,5,
3915,1,TRUCK,BUS,TRAILER,CLIMATE,CACTUS,CLUB,BUS,TRUCK,7.30774560879,BUS,TRUCK,5.21070881846,0.992708013277,1.10432877706,
3915,2,SPIDER,BEE,WEB,PEPPER,SHED,TOILET,SPIDER,WEB,8.17718243145,SPIDER,WEB,3.9810056095,1.85197988729,2.34419693466,
3915,3,SURGEON,BUTCHER,KIDNEY,PENGUIN,MOVIE,HOUSE,BUTCHER,SURGEON,5.70533070504,BUTCHER,SURGEON,3.92319246393,1.06890672504,0.713231516071,
3915,4,SILVER,GOLD,BULLET,STAIRS,BALLOON,LIBRARY,SILVER,GOLD,6.27873326145,SILVER,GOLD,4.8130813461,0.650375623722,0.815276291629,
3915,5,RIVER,LAKE,RAPIDS,GLASS,BUDGET,FEATHER,LAKE,RIVER,5.44406861468,LAKE,RIVER,4.04739294754,0.651954792731,0.744720874412,
3915,6,PANDA,RACOON,BAMBOO,WHIP,FENDER,LAW,PANDA,BAMBOO,4.87501920166,PANDA,BAMBOO,3.47603768285,0.583607563633,0.815373955178,
3915,7,CITY,VILLAGE,AIRPORT,WHALE,NECK,CABINET,CITY,VILLAGE,4.57673668867,CITY,VILLAGE,2.75201120583,0.776299619698,1.04842586315,
3915,8,ROBBERY,TREASON,BANK,STEW,TUB,SHORE,ROBBERY,TREASON,5.02660519048,ROBBERY,TREASON,3.9354431075,0.304040024115,0.787122058857,
3915,9,CAKE,DONUT,CANDLE,BROCHURE,LAKE,DRUM,DONUT,CAKE,4.06675812823,DONUT,CAKE,2.82058289542,0.346823585976,0.899351646833,
3915,10,RECEPTIONIST,HOSTESS,TELEPHONE,PARK,HAND,STRING,RECEPTIONIST,HOSTESS,5.3136259442,RECEPTIONIST,HOSTESS,4.3438807698,0.360367029323,0.609378145076,
3915,11,PENCIL,PEN,ERASER,FLUTE,MINT,SHEEP,PEN,PENCIL,4.47766088322,PEN,PENCIL,2.99411171908,0.520779149432,0.96277001471,
3915,12,SHOE,GLOVE,FOOT,WALL,CARD,TIGER,SHOE,FOOT,3.8084097206,SHOE,FOOT,2.26150906319,0.361646255595,1.18525440182,
3915,13,CAMEL,ANTELOPE,DESERT,CORK,ENGINE,PAMPHLET,CAMEL,ANTELOPE,5.45475531823,CAMEL,ANTELOPE,3.89055398706,0.774134469742,0.790066861431,
3915,14,TOOTHBRUSH,COMB,FLOSS,CAKE,CUP,GLASSES,TOOTHBRUSH,FLOSS,4.3639067515,TOOTHBRUSH,FLOSS,2.19996748964,1.3904593031,0.773479958763,
3915,15,CAR,BIKE,SEATBELT,SHRIMP,COTTON,BISCUIT,CAR,BIKE,5.82129103853,SHRIMP,SHRIMP,CAR,BIKE,2.73495982226,1.36107583455,0.641105537477,0.398867964221,0.685281880025,
3915,16,BICYCLE,CAR,HELMET,FISH,BEER,BANK,BICYCLE,CAR,6.0669978176,BICYCLE,CAR,4.63569498004,0.575919294846,0.855383542716,
3915,17,PANTS,DRESS,POCKET,ICE,TEETH,DOG,PANTS,DRESS,4.59927278769,PANTS,DRESS,3.4864188155,0.617394165834,0.495459806349,
3915,18,BOTTLE,CAN,BABY,CLOCK,BERRY,BELL,CAN,BOTTLE,2.57944809197,CAN,BOTTLE,1.53338204371,0.342732313264,0.703333735,
3915,19,NEEDLE,PIN,THREAD,WAX,HYDRANT,WRIST,NEEDLE,PIN,6.39772182523,THREAD,THREAD,NEEDLE,PIN,3.90839561727,0.558349467115,0.647236156277,0.476526662474,0.807213922089,
3915,20,SPOON,LADLE,CEREAL,LION,TREE,STEREO,LADLE,SPOON,2.94063814316,LADLE,SPOON,1.88842061913,0.460359216202,0.591858307831,
3915,21,GARLIC,ONION,VAMPIRE,HOUSE,FOOT,CODE,ONION,GARLIC,3.56209444825,ONION,GARLIC,2.28205282701,0.404943295638,0.875098325603,
3915,22,WAITRESS,STEWARDESS,RESTAURANT,SWAN,BEACH,CALCIUM,STEWARDESS,WAITRESS,6.75631766923,STEWARDESS,WAITRESS,5.44010877394,0.6843449726,0.631863922696,
3915,23,FOOTBALL,BASEBALL,QUARTERBACK,CLOUD,PLANT,NECKLACE,BASEBALL,FOOTBALL,5.52953973017,BASEBALL,FOOTBALL,4.59092106938,0.414941719733,0.523676941055,
3915,24,CUP,BOWL,TEA,LAMP,PHONE,TRUCK,BOWL,CUP,3.48857403354,BOWL,CUP,1.90533196321,0.780300181126,0.802941889211,
3915,25,COW,BUFFALO,FARM,SKY,SLIDE,CHALK,COW,FARM,11.3923109368,COW,FARM,9.78794739814,0.897409964178,0.706953574438,
3915,26,COMPUTER,TABLET,MOUSE,ATHLETE,COUCH,SALON,COMPUTER,TABLET,5.47962971299,COMPUTER,TABLET,2.85545041738,0.915018526255,1.70916076936,
3915,27,DOG,CAT,BONE,POND,HOOD,QUEEN,CAT,DOG,7.0144118208,CAT,DOG,3.08202971885,2.51783368469,1.41454841726,
3915,28,CAPTAIN,PILOT,SHIP,EAR,BENCH,FREEZER,CAPTAIN,PILOT,4.86924050248,CAPTAIN,PILOT,4.0159118658,0.27763909928,0.575689537392,
3915,29,HAPPY,SAD,SMILE,ROOF,SEED,KEY,HAPPY,SAD,5.69379515696,HAPPY,SMILE,SAD,SAD,SMILE,SAD,1.58712411142,0.362774517213,1.53055211983,0.628270237183,0.562109015009,0.322755990899,0.700209165399,
