
Fri, 25 Sep 2015 11:41:34 AM,
3,9,5,1,
3951,1,SILVER,GOLD,BULLET,STAIRS,BALLOON,LIBRARY,SILVER,GOLD,4.71348325757,SILVER,GOLD,3.18295036722,0.622166323476,0.908366566873,
3951,2,TORTILLA,BAGEL,BEANS,COLD,KNOB,SALESMAN,BAGEL,TORTILLA,14.5579031075,BAGEL,TORTILLA,13.2491304552,0.586501579499,0.722271072795,
3951,3,BIRD,BAT,NEST,BONE,RAIN,BRACKET,BAT,BIRD,6.73016269249,BAT,BIRD,4.50310606102,1.73683168541,0.490224946057,
3951,4,WAITRESS,STEWARDESS,RESTAURANT,SWAN,BEACH,CALCIUM,WAITRESS,STEWARDESS,20.3470879106,WAITRESS,STEWARDESS,19.3992096131,0.3777677943,0.570110503235,
3951,5,SPIDER,BEE,WEB,PEPPER,SHED,TOILET,SPIDER,WEB,5.39648295392,SPIDER,WEB,4.22828654165,0.465995220817,0.702201191452,
3951,6,COW,BUFFALO,FARM,SKY,SLIDE,CHALK,BUFFALO,COW,4.94799814327,BUFFALO,COW,3.81066634972,0.601275729598,0.536056063953,
3951,7,SAXOPHONE,HARP,JAZZ,SODA,HAIR,PILOT,SAXOPHONE,HARP,6.67385333637,SAXOPHONE,HARP,5.43504253868,0.567292800639,0.671517997049,
3951,8,PACKAGE,CRATE,DELIVERY,TROUT,CHILD,BILL,PACKAGE,CRATE,5.89822105004,PACKAGE,CRATE,4.99760904151,0.459692055592,0.440919952933,
3951,9,SHOE,GLOVE,FOOT,WALL,CARD,TIGER,FOOT,SHOE,11.5809582107,FOOT,SHOE,7.83293517132,0.908385106479,2.83963793295,
3951,10,CIGARETTES,ALCOHOL,LUNGS,OUTLET,SOCK,CARPET,CIGARETTES,LUNGS,6.695368652,CIGARETTES,LUNGS,5.74206484528,0.487083792221,0.466220014496,
3951,11,GARLIC,ONION,VAMPIRE,HOUSE,FOOT,CODE,ONION,GARLIC,4.06189179036,ONION,GARLIC,2.80098664283,0.607042898773,0.653862248757,
3951,12,RIVER,LAKE,RAPIDS,GLASS,BUDGET,FEATHER,RIVER,LAKE,4.28750795382,RIVER,LAKE,3.12479333207,0.647241591359,0.515473030391,
3951,13,CAMEL,ANTELOPE,DESERT,CORK,ENGINE,PAMPHLET,ANTELOPE,CAMEL,4.27097286389,ANTELOPE,CAMEL,3.10370343644,0.673509689979,0.493759737466,
