
Fri, 25 Sep 2015 9:24:17 AM,
3,9,4,3,
3943,1,COMPUTER,TABLET,MOUSE,ATHLETE,COUCH,SALON,ATHLETE,SALON,19.3621288998,ATHLETE,ATHLETE,ATHLETE,SALON,11.7331181184,3.04384770163,0.464791795821,1.04543748056,3.07493380341,
3943,2,CAKE,DONUT,CANDLE,BROCHURE,LAKE,DRUM,BROCHURE,LAKE,15.8328004275,BROCHURE,LAKE,14.0158213117,1.32353389089,0.493445224827,
3943,3,PANTS,DRESS,POCKET,ICE,TEETH,DOG,ICE,DOG,5.79662617296,ICE,DOG,3.7628567816,1.05833812826,0.975431263098,
3943,4,COOKIE,BISCUIT,CHOCOLATE,PAGE,WAVE,FUR,FUR,BISCUIT,23.0844228163,FUR,BISCUIT,21.3608125816,0.691964300466,1.03164593421,
3943,5,TOOTHBRUSH,COMB,FLOSS,CAKE,CUP,GLASSES,CUP,COMB,23.878418008,CUP,COMB,22.9503871155,0.28245290753,0.645577984978,
3943,6,SAXOPHONE,HARP,JAZZ,SODA,HAIR,PILOT,SODA,PILOT,14.8936116184,SODA,PILOT,12.0197361668,1.46315964067,1.41071581095,
3943,7,BEE,BUTTERFLY,HONEY,ASPHALT,COACH,PLIERS,COACH,ASPHALT,13.5428018643,COACH,ASPHALT,12.4192728732,0.422625909327,0.700903081801,
3943,8,SHIP,CANOE,SAILOR,UMBRELLA,BANANA,CHAIR,BANANA,CHAIR,29.1804329414,BANANA,CHAIR,19.8650422804,5.8885688216,3.42682183941,
3943,9,SHAMPOO,BLEACH,SHOWER,TEAM,SAUCE,CIRCLE,TEAM,SAUCE,15.4145968974,TEAM,SAUCE,10.9456988901,4.07312320359,0.395774803706,
3943,10,RIVER,LAKE,RAPIDS,GLASS,BUDGET,FEATHER,BUDGET,GLASS,21.8074993726,BUDGET,GLASS,16.6764075104,0.324331759941,4.80676010228,
3943,11,FOOTBALL,BASEBALL,QUARTERBACK,CLOUD,PLANT,NECKLACE,PLANT,CLOUD,9.30471411464,PLANT,CLOUD,7.26211088989,0.328414465534,1.71418875922,
3943,12,BOTTLE,CAN,BABY,CLOCK,BERRY,BELL,BERRY,CAN,13.0406608606,BERRY,CAN,11.22229193,0.577418122441,1.24095080816,
3943,13,OVEN,MICROWAVE,PAN,SCREEN,BASKETBALL,BOOT,PAN,BOOT,7.9974653587,PAN,BOOT,6.16885523335,0.439764863695,1.38884526165,
