
Tue, 22 Sep 2015 12:20:12 PM,
3,9,1,9,
3919,1,COOKIE,BISCUIT,CHOCOLATE,PAGE,WAVE,FUR,COOKIE,BISCUIT,6.73201851192,COOKIE,BISCUIT,BISCUIT,BISCUIT,BISCUIT,BISCUIT,BISCUIT,BISCUIT,BISCUIT,BISCUIT,BISCUIT,BISCUIT,BISCUIT,BISCUIT,BISCUIT,BISCUIT,2.30868252896,0.00728910125326,0.166429346835,0.00016586453421,0.000160567462444,0.000159905350301,0.000165533478139,0.00016586453421,0.000169506267412,0.000167850957951,0.000158912152983,0.000171492691152,0.000162884942256,0.000161229603691,0.000158581067808,0.502345443878,3.74530389794,
3919,2,RABBI,PASTOR,TEMPLE,DRIVEWAY,GLOVES,APPLE,TEMPLE,RABBI,9.90409553004,TEMPLE,RABBI,8.64398615214,0.431115725456,0.828993652452,
3919,3,SUBMARINE,AIRPLANE,OCEAN,SHEET,CROW,DOCTOR,SUBMARINE,OCEAN,3.12128869802,SUBMARINE,OCEAN,1.94143822772,0.422911555128,0.756938915176,
3919,4,DOG,CAT,BONE,POND,HOOD,QUEEN,DOG,BONE,21.211299845,DOG,CAT,BONE,CAT,BONE,17.3430366852,1.02784637301,1.46632304124,0.390185917262,0.29407618579,0.689831642521,
3919,5,HAPPY,SAD,SMILE,ROOF,SEED,KEY,SMILE,HAPPY,4.17091695944,SMILE,HAPPY,2.1844334302,0.479491229518,1.50699229972,
3919,6,POLICE,FIREMAN,HANDCUFFS,CARAVAN,CRAB,LAUNDRY,POLICE,HANDCUFFS,4.30336029653,POLICE,HANDCUFFS,3.46339177436,0.314843354019,0.525125168147,
3919,7,COMPUTER,TABLET,MOUSE,ATHLETE,COUCH,SALON,TABLET,COMPUTER,7.22532185496,TABLET,COMPUTER,6.12103510069,0.290446698695,0.813840055576,
3919,8,TOOTHBRUSH,COMB,FLOSS,CAKE,CUP,GLASSES,FLOSS,TOOTHBRUSH,10.0962954601,FLOSS,TOOTHBRUSH,7.25358603455,1.55289142297,1.28981800258,
3919,9,SAXOPHONE,HARP,JAZZ,SODA,HAIR,PILOT,SAXOPHONE,JAZZ,5.40563317057,SAXOPHONE,JAZZ,3.6395438957,0.436513110093,1.32957616478,
3919,10,CHAIR,SOFA,LEGS,BREAD,BALL,KEYBOARD,CHAIR,SOFA,12.6066845067,CHAIR,SOFA,11.7093006972,0.564529750816,0.33285405871,
3919,11,RIVER,LAKE,RAPIDS,GLASS,BUDGET,FEATHER,LAKE,RIVER,5.56438043964,LAKE,RIVER,3.4320099373,0.725188931625,1.40718157071,
3919,12,WAITRESS,STEWARDESS,RESTAURANT,SWAN,BEACH,CALCIUM,RESTAURANT,WAITRESS,5.43589467698,RESTAURANT,WAITRESS,4.72852343804,0.31264208979,0.394729149149,
3919,13,NEEDLE,PIN,THREAD,WAX,HYDRANT,WRIST,NEEDLE,THREAD,8.74018891342,PIN,NEEDLE,PIN,THREAD,4.1156363918,0.301878440805,2.29662374605,0.491471880669,1.5345784541,
3919,14,SHOE,GLOVE,FOOT,WALL,CARD,TIGER,FOOT,SHOE,5.81415523132,FOOT,SHOE,4.91445958117,0.243537159142,0.656158491009,
3919,15,SHAMPOO,BLEACH,SHOWER,TEAM,SAUCE,CIRCLE,SHAMPOO,SHOWER,5.95676927647,SHAMPOO,SHOWER,3.95806076867,1.11025522946,0.888453278341,
3919,16,TORTILLA,BAGEL,BEANS,COLD,KNOB,SALESMAN,BEANS,TORTILLA,5.24348816118,BEANS,TORTILLA,4.60594390996,0.244564459892,0.39297979133,
3919,17,PANDA,RACOON,BAMBOO,WHIP,FENDER,LAW,BAMBOO,PANDA,9.2915610701,BAMBOO,PANDA,8.68926949083,0.259274427022,0.343017152249,
3919,18,LAWNMOWER,SCISSORS,GRASS,BOMB,AUNT,INTERNET,GRASS,LAWNMOWER,9.4162216851,GRASS,LAWNMOWER,8.58632057809,0.399517039536,0.430384067469,
3919,19,BOTTLE,CAN,BABY,CLOCK,BERRY,BELL,BABY,BOTTLE,5.06428823748,BABY,BOTTLE,3.67839029946,0.544656463404,0.841241474613,
3919,20,CHISEL,KNIFE,SCULPTURE,HAMSTER,BOTTLE,MIRROR,SCULPTURE,CHISEL,10.412399186,SCULPTURE,CHISEL,10.0970489685,0.129381960869,0.185968256643,
3919,21,FIELD,COURT,GRASS,GAS,TOAD,SCHOOL,FIELD,GRASS,8.96834602591,FIELD,GRASS,7.97891600072,0.305560567533,0.683869457658,
3919,22,RECEPTIONIST,HOSTESS,TELEPHONE,PARK,HAND,STRING,RECEPTIONIST,TELEPHONE,7.60591907994,RECEPTIONIST,TELEPHONE,6.85739952864,0.243798370939,0.504721180361,
3919,23,BEE,BUTTERFLY,HONEY,ASPHALT,COACH,PLIERS,BEE,BUTTERFLY,16.6909235013,BEE,BUTTERFLY,15.9735401354,0.321579242358,0.395804123546,
3919,24,SPOON,LADLE,CEREAL,LION,TREE,STEREO,SPOON,CEREAL,6.52462823663,SPOON,CEREAL,5.26099729948,0.3681136831,0.895517254045,
3919,25,SPIDER,BEE,WEB,PEPPER,SHED,TOILET,WEB,SPIDER,4.10913191925,WEB,SPIDER,3.42000544936,0.225756214873,0.46337025502,
3919,26,CROUTONS,BAGEL,SALAD,METAL,SHARK,SPOT,SALAD,CROUTONS,5.72768683187,SALAD,CROUTONS,4.18119989923,0.48336405083,1.06312288181,
3919,27,CRIB,BED,BABY,FERRY,BOWL,PATIO,BABY,CRIB,4.91135251775,BABY,CRIB,4.40623173959,0.132084129407,0.373036648758,
3919,28,BEER,JUICE,PARTY,SHOP,SNOW,WOUND,BEER,PARTY,3.88778915803,BEER,PARTY,3.1111967839,0.225914464856,0.550677909283,
3919,29,SHIP,CANOE,SAILOR,UMBRELLA,BANANA,CHAIR,SHIP,SAILOR,4.78177059244,SHIP,SAILOR,3.73848160112,0.435091508552,0.608197482768,
3919,30,CROWN,HAT,KING,SHOVEL,NOSE,TENT,CROWN,KING,5.34629107342,CROWN,KING,4.68120006478,0.307401961967,0.357689046679,
3919,31,BIRD,BAT,NEST,BONE,RAIN,BRACKET,NEST,BIRD,3.006670006,NEST,BIRD,2.08937947126,0.395262166945,0.522028367792,
3919,32,CAMEL,ANTELOPE,DESERT,CORK,ENGINE,PAMPHLET,CAMEL,DESERT,8.05163916215,CAMEL,DESERT,7.55188431725,0.141247069638,0.358507775265,
3919,33,ROBBERY,TREASON,BANK,STEW,TUB,SHORE,ROBBERY,BANK,8.02796059113,ROBBERY,BANK,7.34405537826,0.239688836795,0.444216376083,
3919,34,COCONUT,ORANGE,BEACH,CYMBAL,SOCIETY,ROD,BEACH,COCONUT,4.38434556508,BEACH,COCONUT,3.41253028851,0.672039110941,0.29977616563,
3919,35,SILVER,GOLD,BULLET,STAIRS,BALLOON,LIBRARY,SILVER,GOLD,6.56465390095,SILVER,GOLD,5.41731619244,0.374428123207,0.772909585299,
3919,36,MILK,LEMONADE,COW,GUITAR,LEAF,WINDOW,COW,MILK,4.93426731735,COW,MILK,4.40048474824,0.261050932342,0.272731636767,
3919,37,BISCUITS,TOAST,GRAVY,SNAIL,PELICAN,DANCE,TOAST,BISCUITS,17.7098403363,TOAST,BISCUITS,15.1025642129,2.07909586938,0.528180254041,
3919,38,CIGARETTES,ALCOHOL,LUNGS,OUTLET,SOCK,CARPET,CIGARETTES,LUNGS,6.55432593607,ALCOHOL,CIGARETTES,ALCOHOL,LUNGS,3.58957496632,0.347837487177,1.51548482935,0.326351572585,0.775077080645,
3919,39,CAKE,DONUT,CANDLE,BROCHURE,LAKE,DRUM,CAKE,DONUT,7.1053160415,CAKE,DONUT,5.05699648772,1.37328991501,0.675029638776,
3919,40,CITY,VILLAGE,AIRPORT,WHALE,NECK,CABINET,VILLAGE,CITY,6.02535708054,VILLAGE,CITY,4.15205044666,0.202092541818,1.67121409206,
