
Fri, 25 Sep 2015 3:17:20 PM,
3,9,6,0,
3960,1,RIVER,LAKE,RAPIDS,GLASS,BUDGET,FEATHER,LAKE,RIVER,4.0037612404,LAKE,RIVER,3.26977672242,0.105268054176,0.628716463805,
3960,2,RABBI,PASTOR,TEMPLE,DRIVEWAY,GLOVES,APPLE,TEMPLE,PASTOR,9.65558942,TEMPLE,PASTOR,4.58070196584,4.83536718192,0.23952027224,
3960,3,TORTILLA,BAGEL,BEANS,COLD,KNOB,SALESMAN,TORTILLA,BEANS,6.78766388609,TORTILLA,BEANS,6.5032931132,0.0967017222429,0.187669050647,
3960,4,CAR,BIKE,SEATBELT,SHRIMP,COTTON,BISCUIT,CAR,SEATBELT,9.11421345687,BIKE,CAR,SEATBELT,SEATBELT,SEATBELT,BIKE,SEATBELT,2.57350690907,0.109473916353,2.60066921671,0.57520428428,1.02320838685,0.285733771278,0.809787038481,1.13662993384,
3960,5,CITY,VILLAGE,AIRPORT,WHALE,NECK,CABINET,CITY,VILLAGE,5.51127014786,CITY,VILLAGE,5.11585455085,0.132760434761,0.262655162252,
3960,6,WAITRESS,STEWARDESS,RESTAURANT,SWAN,BEACH,CALCIUM,WAITRESS,RESTAURANT,3.79531581374,WAITRESS,RESTAURANT,3.26091309323,0.0975734188687,0.436829301645,
3960,7,CHISEL,KNIFE,SCULPTURE,HAMSTER,BOTTLE,MIRROR,CHISEL,SCULPTURE,7.00006323354,CHISEL,SCULPTURE,6.20434782316,0.361803130945,0.433912279434,
3960,8,SNOW,RAIN,SLED,CEMETARY,WORK,NOVEL,SLED,SNOW,4.44440740172,SLED,SNOW,3.68166516908,0.332598146168,0.43014408648,
3960,9,COCONUT,ORANGE,BEACH,CYMBAL,SOCIETY,ROD,COCONUT,BEACH,7.66500659147,COCONUT,BEACH,6.93352062837,0.382157398039,0.349328565062,
3960,10,CAMEL,ANTELOPE,DESERT,CORK,ENGINE,PAMPHLET,CAMEL,DESERT,4.96221941337,CAMEL,DESERT,4.40075933293,0.262691579643,0.298768500797,
3960,11,PACKAGE,CRATE,DELIVERY,TROUT,CHILD,BILL,DELIVERY,CRATE,4.42983652628,DELIVERY,CRATE,4.11189963669,0.0976780357305,0.220258853864,
3960,12,SHOE,GLOVE,FOOT,WALL,CARD,TIGER,SHOE,FOOT,4.90942564677,SHOE,FOOT,4.0934562824,0.384231857373,0.431737506995,
3960,13,PANTS,DRESS,POCKET,ICE,TEETH,DOG,DRESS,PANTS,3.79001743393,DRESS,PANTS,3.00718512479,0.126203673077,0.656628636061,
3960,14,TRUCK,BUS,TRAILER,CLIMATE,CACTUS,CLUB,BUS,TRUCK,8.16024288337,BUS,TRUCK,2.28733877919,5.24255118123,0.630352922948,
3960,15,CAPTAIN,PILOT,SHIP,EAR,BENCH,FREEZER,SHIP,CAPTAIN,5.09752077947,SHIP,CAPTAIN,4.69405663747,0.0715648760088,0.331899265992,
