
Tue, 29 Sep 2015 5:03:55 PM,
4,0,1,5,
4015,2,1,POLICE,FIREMAN,HANDCUFFS,CARAVAN,CRAB,LAUNDRY,FIREMAN,POLICE,TAXONOMIC,BASE,39.1122859907,FIREMAN,POLICE,37.9493588246,0.324272830272,0.838654335821,
4015,2,2,GARLIC,ONION,VAMPIRE,HOUSE,FOOT,CODE,ONION,GARLIC,TAXONOMIC,BASE,8.35798627138,ONION,GARLIC,7.19027553312,0.380006793421,0.787703944836,
4015,2,3,CAR,BIKE,SEATBELT,SHRIMP,COTTON,BISCUIT,CAR,BIKE,BASE,TAXONOMIC,5.24715564656,CAR,BIKE,4.42934853514,0.27455632179,0.543250789633,
4015,2,4,TORTILLA,BAGEL,BEANS,COLD,KNOB,SALESMAN,BEANS,BAGEL,THEMATIC,TAXONOMIC,6.49238813086,BEANS,BAGEL,5.54624892306,0.475023058709,0.4711161491,
4015,2,5,WAITRESS,STEWARDESS,RESTAURANT,SWAN,BEACH,CALCIUM,WAITRESS,RESTAURANT,BASE,THEMATIC,20.0380278931,STEWARDESS,STEWARDESS,WAITRESS,RESTAURANT,8.47734316904,1.67174908123,8.62759017735,0.615685707191,0.645659758244,
4015,2,6,SAXOPHONE,HARP,JAZZ,SODA,HAIR,PILOT,SAXOPHONE,JAZZ,BASE,THEMATIC,8.91160538536,SAXOPHONE,JAZZ,5.54074329603,1.54909211793,1.8217699714,
4015,2,7,BICYCLE,CAR,HELMET,FISH,BEER,BANK,BICYCLE,CAR,BASE,TAXONOMIC,5.47253013169,BICYCLE,CAR,4.59838486137,0.340154064819,0.533991205506,
4015,2,8,BEER,JUICE,PARTY,SHOP,SNOW,WOUND,JUICE,BEER,TAXONOMIC,BASE,3.14067522902,JUICE,BEER,1.9694849872,0.169306145282,1.00188409653,
4015,2,9,MONKEY,BEAR,BANANA,AIRPLANE,HAMMER,PLUG,MONKEY,BEAR,BASE,TAXONOMIC,8.73936069827,MONKEY,BEAR,8.0831386114,0.196706820512,0.459515266353,
4015,2,10,SHAMPOO,BLEACH,SHOWER,TEAM,SAUCE,CIRCLE,SHAMPOO,BLEACH,BASE,TAXONOMIC,10.0297641554,SHAMPOO,BLEACH,8.78674650216,0.87139808503,0.371619568206,
4015,2,11,TOOTHBRUSH,COMB,FLOSS,CAKE,CUP,GLASSES,CAKE,FLOSS,UNRELATED,THEMATIC,8.00434954488,CAKE,FLOSS,4.51831192104,3.18389754719,0.302140076645,
4015,2,12,PENCIL,PEN,ERASER,FLUTE,MINT,SHEEP,PENCIL,ERASER,BASE,THEMATIC,2.96430579131,PENCIL,ERASER,2.57112190989,0.107000191463,0.286183689954,
4015,2,13,RIVER,LAKE,RAPIDS,GLASS,BUDGET,FEATHER,RIVER,LAKE,BASE,TAXONOMIC,11.8937999951,RIVER,LAKE,10.9635860536,0.185431706719,0.744782234775,
4015,2,14,SUBMARINE,AIRPLANE,OCEAN,SHEET,CROW,DOCTOR,SUBMARINE,OCEAN,BASE,THEMATIC,24.0640910619,SUBMARINE,OCEAN,23.2038714194,0.475853372132,0.384366270388,
4015,2,15,SHOE,GLOVE,FOOT,WALL,CARD,TIGER,SHOE,GLOVE,BASE,TAXONOMIC,14.1567872164,FOOT,SHOE,FOOT,GLOVE,6.24254422868,0.486824898515,5.87418930209,0.421832013177,1.13139677397,
4015,2,16,CAKE,DONUT,CANDLE,BROCHURE,LAKE,DRUM,CAKE,DONUT,BASE,TAXONOMIC,13.128516169,CANDLE,CAKE,DONUT,CANDLE,DONUT,10.1667642209,0.396732246503,0.796068657655,0.970564924181,0.171148858732,0.62723726104,
4015,2,17,DOG,CAT,BONE,POND,HOOD,QUEEN,DOG,CAT,BASE,TAXONOMIC,5.13978101965,DOG,CAT,4.22603529296,0.462643508799,0.451102217892,
4015,2,18,BISCUITS,TOAST,GRAVY,SNAIL,PELICAN,DANCE,TOAST,BISCUITS,TAXONOMIC,BASE,8.67297468754,TOAST,BISCUITS,7.89784860099,0.355043094838,0.42008299171,
4015,2,19,PANTS,DRESS,POCKET,ICE,TEETH,DOG,DRESS,PANTS,TAXONOMIC,BASE,9.31081731594,DRESS,PANTS,7.84463140112,0.471340612043,0.994845302776,
4015,2,20,COOKIE,BISCUIT,CHOCOLATE,PAGE,WAVE,FUR,BISCUIT,COOKIE,TAXONOMIC,BASE,8.46839379356,BISCUIT,COOKIE,1.97264600499,0.405012868578,6.09073492,
4015,2,21,HAPPY,SAD,SMILE,ROOF,SEED,KEY,SAD,HAPPY,TAXONOMIC,BASE,7.01881116861,SAD,HAPPY,4.60716837295,0.316643083701,2.09499971196,
4015,2,22,SHIP,CANOE,SAILOR,UMBRELLA,BANANA,CHAIR,SHIP,SAILOR,BASE,THEMATIC,11.8596306758,UMBRELLA,UMBRELLA,SHIP,SAILOR,7.76285777474,1.12111088517,1.8514218952,0.872025785968,0.252214334672,
4015,2,23,CITY,VILLAGE,AIRPORT,WHALE,NECK,CABINET,VILLAGE,CITY,TAXONOMIC,BASE,7.14126088447,VILLAGE,CITY,6.57232069969,0.266499831341,0.302440353436,
4015,2,24,LAWNMOWER,SCISSORS,GRASS,BOMB,AUNT,INTERNET,LAWNMOWER,GRASS,BASE,THEMATIC,18.294883773,LAWNMOWER,GRASS,17.739463991,0.263980419608,0.291439362336,
4015,2,25,COW,PIG,GRASS,CHISEL,PARCEL,HOTEL,COW,PIG,BASE,TAXONOMIC,3.92661757185,COW,PIG,3.48991672369,0.227617788361,0.209083059803,
4015,2,26,OVEN,MICROWAVE,PAN,SCREEN,BASKETBALL,BOOT,MICROWAVE,OVEN,TAXONOMIC,BASE,7.09022342321,MICROWAVE,OVEN,6.76921225502,0.177150091389,0.143861076795,
4015,2,27,CROUTONS,BAGEL,SALAD,METAL,SHARK,SPOT,SALAD,BAGEL,THEMATIC,TAXONOMIC,7.68072129996,SALAD,BAGEL,4.29120794707,0.452298690332,2.93721466255,
4015,2,28,TRUCK,BUS,TRAILER,CLIMATE,CACTUS,CLUB,BUS,TRUCK,TAXONOMIC,BASE,8.80096711009,BUS,TRUCK,8.09278057679,0.350208207499,0.357978325803,
4015,2,29,SILVER,GOLD,BULLET,STAIRS,BALLOON,LIBRARY,SILVER,GOLD,BASE,TAXONOMIC,2.0679006381,SILVER,GOLD,1.32012026967,0.411514011212,0.336266357219,
4015,2,30,BIRD,BAT,NEST,BONE,RAIN,BRACKET,BIRD,BAT,BASE,TAXONOMIC,7.96442067111,BIRD,NEST,NEST,BAT,4.94230347755,0.589964198647,1.18836958613,0.260298965964,0.983484442811,
4015,2,31,RABBI,PASTOR,TEMPLE,DRIVEWAY,GLOVES,APPLE,TEMPLE,RABBI,THEMATIC,BASE,12.7816649708,TEMPLE,RABBI,11.1294444781,0.831893637776,0.820326854941,
4015,2,32,SNOW,RAIN,SLED,CEMETARY,WORK,NOVEL,SNOW,RAIN,BASE,TAXONOMIC,11.5035046642,NOVEL,NOVEL,SNOW,RAIN,9.7336746403,0.404404038098,0.682690149406,0.230624198448,0.452111637918,
4015,2,33,CAPTAIN,PILOT,SHIP,EAR,BENCH,FREEZER,CAPTAIN,PILOT,BASE,TAXONOMIC,6.58100687736,SHIP,SHIP,CAPTAIN,PILOT,2.89893913222,2.80561428284,0.123570374213,0.405139335897,0.34774375218,
4015,2,34,CAMEL,ANTELOPE,DESERT,CORK,ENGINE,PAMPHLET,CAMEL,DESERT,BASE,THEMATIC,13.9405249914,CAMEL,DESERT,13.1513090681,0.419778411044,0.369437512243,
4015,2,35,FIELD,COURT,GRASS,GAS,TOAD,SCHOOL,FIELD,COURT,BASE,TAXONOMIC,7.07690232177,SCHOOL,SCHOOL,FIELD,COURT,0.931420346024,2.27866087784,3.22559530637,0.230532492977,0.41069329856,
4015,2,36,ROBBERY,TREASON,BANK,STEW,TUB,SHORE,SHORE,BANK,UNRELATED,THEMATIC,8.95050067105,SHORE,BANK,7.71578383516,0.251051299972,0.983665535925,
4015,2,37,PENGUIN,GOOSE,ICE,VOLCANO,HEAD,BRICK,PENGUIN,GOOSE,BASE,TAXONOMIC,10.5777472018,PENGUIN,GOOSE,9.89664848661,0.393271282781,0.287827432388,
4015,2,38,SPOON,LADLE,CEREAL,LION,TREE,STEREO,CEREAL,SPOON,THEMATIC,BASE,9.58950501028,LION,LION,CEREAL,LADLE,LADLE,SPOON,2.78994658589,3.51669102209,0.89333021245,0.495773611823,0.914225441404,0.73334688507,0.246191251557,
4015,2,39,COCONUT,ORANGE,BEACH,CYMBAL,SOCIETY,ROD,COCONUT,ORANGE,BASE,TAXONOMIC,7.89347555046,COCONUT,ORANGE,6.8850982571,0.487096372759,0.521280920599,
4015,2,40,RECEPTIONIST,HOSTESS,TELEPHONE,PARK,HAND,STRING,RECEPTIONIST,TELEPHONE,BASE,THEMATIC,14.6910181141,RECEPTIONIST,TELEPHONE,14.1564571438,0.257730887039,0.276830083225,
4015,2,41,SPIDER,BEE,WEB,PEPPER,SHED,TOILET,SPIDER,BEE,BASE,TAXONOMIC,6.03182702721,SPIDER,BEE,5.22654480347,0.42474638694,0.380535836797,
4015,2,42,FOOTBALL,BASEBALL,QUARTERBACK,CLOUD,PLANT,NECKLACE,BASEBALL,FOOTBALL,TAXONOMIC,BASE,7.03012766573,BASEBALL,FOOTBALL,6.21556831128,0.339127429063,0.475431925384,
4015,2,43,PANDA,RACOON,BAMBOO,WHIP,FENDER,LAW,PANDA,RACOON,BASE,TAXONOMIC,5.34769144375,PANDA,RACOON,4.80303428578,0.26212976058,0.282527397387,
4015,2,44,CHAIR,SOFA,LEGS,BREAD,BALL,KEYBOARD,CHAIR,SOFA,BASE,TAXONOMIC,11.4030393844,CHAIR,SOFA,10.6346319506,0.507163936738,0.261243497021,
4015,2,45,FLY,ANT,WINGS,CEREAL,BUSINESS,CONCRETE,FLY,ANT,BASE,TAXONOMIC,3.61419756571,FLY,ANT,2.97254469898,0.32503593713,0.316616929602,
4015,2,46,CUP,BOWL,TEA,LAMP,PHONE,TRUCK,BOWL,CUP,TAXONOMIC,BASE,5.34022292704,TEA,TEA,BOWL,CUP,3.69030367373,0.69968773867,0.351761900121,0.118852353189,0.479617261328,
4015,2,47,BOTTLE,CAN,BABY,CLOCK,BERRY,BELL,CAN,BOTTLE,TAXONOMIC,BASE,15.947856778,CAN,BOTTLE,14.9505754919,0.289033505833,0.708247780334,
4015,2,48,NEEDLE,PIN,THREAD,WAX,HYDRANT,WRIST,PIN,NEEDLE,TAXONOMIC,BASE,5.97743354994,PIN,NEEDLE,5.48762707133,0.218574721133,0.271231757477,
4015,2,49,CROWN,HAT,KING,SHOVEL,NOSE,TENT,CROWN,KING,BASE,THEMATIC,7.36042126175,CROWN,KING,6.49322009995,0.614701779094,0.25249938271,
4015,2,50,CHISEL,KNIFE,SCULPTURE,HAMSTER,BOTTLE,MIRROR,HAMSTER,SCULPTURE,UNRELATED,THEMATIC,12.1975639504,HAMSTER,SCULPTURE,11.658143925,0.268493510783,0.27092651464,
4015,2,51,MILK,LEMONADE,COW,GUITAR,LEAF,WINDOW,LEMONADE,MILK,TAXONOMIC,BASE,5.18007274205,LEMONADE,MILK,4.54203710193,0.228437507758,0.409598132363,
4015,2,52,CRIB,BED,BABY,FERRY,BOWL,PATIO,BED,FERRY,TAXONOMIC,UNRELATED,21.0089126269,BED,FERRY,17.8102488755,2.94003898627,0.258624765091,
4015,2,53,PACKAGE,CRATE,DELIVERY,TROUT,CHILD,BILL,DELIVERY,PACKAGE,THEMATIC,BASE,5.05566377705,CHILD,CHILD,DELIVERY,PACKAGE,0.905712079722,3.58731964347,0.152694579214,0.193431253778,0.216506220866,
4015,2,54,SURGEON,BUTCHER,KIDNEY,PENGUIN,MOVIE,HOUSE,KIDNEY,SURGEON,THEMATIC,BASE,7.64113011328,MOVIE,MOVIE,KIDNEY,SURGEON,0.785964524141,0.887858354021,1.39551590988,2.51301950053,2.0587718247,
4015,2,55,COW,BUFFALO,FARM,SKY,SLIDE,CHALK,FARM,COW,THEMATIC,BASE,3.46195522207,BUFFALO,BUFFALO,FARM,COW,1.31348239677,0.3802580724,1.20237102825,0.249251294183,0.316592430463,
4015,2,56,BEE,BUTTERFLY,HONEY,ASPHALT,COACH,PLIERS,HONEY,BEE,THEMATIC,BASE,2.50243697618,HONEY,BEE,1.88896444533,0.22067467263,0.392797858221,
4015,2,57,COMPUTER,TABLET,MOUSE,ATHLETE,COUCH,SALON,TABLET,COMPUTER,TAXONOMIC,BASE,6.56539479969,TABLET,COMPUTER,5.97005773126,0.313636011677,0.281701056752,
4015,2,58,ROCKET,MISSILE,ASTRONAUT,BUG,CHEESE,WATER,ROCKET,ASTRONAUT,BASE,THEMATIC,10.2986708363,ROCKET,ASTRONAUT,9.44174298295,0.434878329746,0.422049523564,
4015,2,59,CIGARETTES,ALCOHOL,LUNGS,OUTLET,SOCK,CARPET,CIGARETTES,LUNGS,BASE,THEMATIC,8.5399109961,CIGARETTES,LUNGS,8.13445747877,0.203880026937,0.201573490398,
