
Tue, 29 Sep 2015 9:13:18 AM,
3,9,9,4,
3994,2,1,SURGEON,BUTCHER,KIDNEY,PENGUIN,MOVIE,HOUSE,KIDNEY,SURGEON,THEMATIC,BASE,11.2707032391,KIDNEY,SURGEON,9.992852333,0.317763293395,0.960087612679,
3994,2,2,PENGUIN,GOOSE,ICE,VOLCANO,HEAD,BRICK,ICE,PENGUIN,THEMATIC,BASE,8.84263710841,ICE,PENGUIN,8.0586625156,0.269829892786,0.514144700021,
3994,2,3,PANDA,RACOON,BAMBOO,WHIP,FENDER,LAW,BAMBOO,PANDA,THEMATIC,BASE,3.41610479623,BAMBOO,PANDA,2.12651933444,0.376378135756,0.913207326026,
3994,2,4,TORTILLA,BAGEL,BEANS,COLD,KNOB,SALESMAN,BEANS,TORTILLA,THEMATIC,BASE,3.95247513219,BEANS,TORTILLA,2.373078092,0.357121148845,1.22227589134,
3994,2,5,BISCUITS,TOAST,GRAVY,SNAIL,PELICAN,DANCE,GRAVY,TOAST,THEMATIC,TAXONOMIC,7.55702474306,GRAVY,TOAST,6.09396186017,0.224519510579,1.23854337231,
3994,2,6,CUP,BOWL,TEA,LAMP,PHONE,TRUCK,CUP,TEA,BASE,THEMATIC,4.74902319629,CUP,TEA,2.7025564083,0.281347601733,1.76511918625,
3994,2,7,NEEDLE,PIN,THREAD,WAX,HYDRANT,WRIST,THREAD,NEEDLE,THEMATIC,BASE,5.3270234784,PIN,THREAD,PIN,NEEDLE,2.67874795652,0.810311378737,0.665415355936,0.341334041383,0.83121474582,
3994,2,8,RIVER,LAKE,RAPIDS,GLASS,BUDGET,FEATHER,RIVER,LAKE,BASE,TAXONOMIC,3.19603577611,RIVER,LAKE,1.39119754377,0.382589554414,1.42224867793,
3994,2,9,CROUTONS,BAGEL,SALAD,METAL,SHARK,SPOT,SALAD,CROUTONS,THEMATIC,BASE,5.08011412423,SALAD,CROUTONS,4.1015995015,0.287358395755,0.691156226967,
3994,2,10,MONKEY,BEAR,BANANA,AIRPLANE,HAMMER,PLUG,MONKEY,BANANA,BASE,THEMATIC,4.6794127326,MONKEY,BANANA,3.70508772199,0.370939419954,0.603385590657,
3994,2,11,BIRD,BAT,NEST,BONE,RAIN,BRACKET,BIRD,NEST,BASE,THEMATIC,3.62091012084,BIRD,NEST,2.42027619987,0.46629075479,0.734343166172,
3994,2,12,TRUCK,BUS,TRAILER,CLIMATE,CACTUS,CLUB,BUS,TRUCK,TAXONOMIC,BASE,10.7672790464,BUS,TRUCK,10.0741579558,0.227864247921,0.46525684261,
3994,2,13,COMPUTER,TABLET,MOUSE,ATHLETE,COUCH,SALON,MOUSE,COMPUTER,THEMATIC,BASE,5.93945902848,COUCH,MOUSE,COUCH,COMPUTER,3.32754324854,1.0724847595,0.725117411755,0.400061114342,0.414252494345,
3994,2,14,CAPTAIN,PILOT,SHIP,EAR,BENCH,FREEZER,PILOT,CAPTAIN,TAXONOMIC,BASE,7.315970583,PILOT,CAPTAIN,6.61493508168,0.202918260999,0.49811724032,
3994,2,15,PACKAGE,CRATE,DELIVERY,TROUT,CHILD,BILL,PACKAGE,CRATE,BASE,TAXONOMIC,6.86790025444,PACKAGE,DELIVERY,DELIVERY,CRATE,4.06298091152,0.514830995235,1.29276135663,0.231700283999,0.765626707056,
3994,2,16,GARLIC,ONION,VAMPIRE,HOUSE,FOOT,CODE,GARLIC,ONION,BASE,TAXONOMIC,2.40602092457,GARLIC,ONION,1.57644825504,0.223465072457,0.606107597065,
3994,2,17,CITY,VILLAGE,AIRPORT,WHALE,NECK,CABINET,CITY,VILLAGE,BASE,TAXONOMIC,3.18275084865,CITY,VILLAGE,2.56709835178,0.318460844748,0.29719165212,
3994,2,18,SILVER,GOLD,BULLET,STAIRS,BALLOON,LIBRARY,SILVER,GOLD,BASE,TAXONOMIC,2.38516589272,SILVER,GOLD,1.62302197667,0.340224646614,0.421919269429,
3994,2,19,DOG,CAT,BONE,POND,HOOD,QUEEN,DOG,CAT,BASE,TAXONOMIC,4.21590920386,DOG,CAT,3.62975614506,0.259383175231,0.32676988357,
3994,2,20,PANTS,DRESS,POCKET,ICE,TEETH,DOG,PANTS,DRESS,BASE,TAXONOMIC,3.95852068788,PANTS,DRESS,2.48255658045,0.790501184238,0.685462923197,
3994,2,21,MILK,LEMONADE,COW,GUITAR,LEAF,WINDOW,MILK,COW,BASE,THEMATIC,5.07228247955,MILK,COW,COW,COW,2.61102654273,0.384980165982,0.656195229676,0.941098456329,0.478982084838,
3994,2,22,CROWN,HAT,KING,SHOVEL,NOSE,TENT,CROWN,HAT,BASE,TAXONOMIC,7.24235490966,CROWN,HAT,6.0202028362,0.273641099047,0.948510974413,
3994,2,23,CRIB,BED,BABY,FERRY,BOWL,PATIO,BED,CRIB,TAXONOMIC,BASE,4.11540883395,BED,CRIB,3.41595979035,0.358068984409,0.341380059195,
3994,2,24,RABBI,PASTOR,TEMPLE,DRIVEWAY,GLOVES,APPLE,RABBI,PASTOR,BASE,TAXONOMIC,5.69623971143,RABBI,PASTOR,4.86479586939,0.380210861156,0.451232980879,
