
Wed, 07 Oct 2015 11:08:29 AM,
4,0,5,9,
4059,2,1,BICYCLE,CAR,HELMET,FISH,BEER,BANK,HELMET,BICYCLE,THEMATIC,BASE,8.52748368913,HELMET,BICYCLE,5.73925232503,1.25150991359,1.53672145051,
4059,2,2,NEEDLE,PIN,THREAD,WAX,HYDRANT,WRIST,NEEDLE,PIN,BASE,TAXONOMIC,14.6083888395,THREAD,PIN,NEEDLE,PIN,NEEDLE,THREAD,PIN,4.17969519994,1.48234072281,1.11767808173,0.784029462375,0.368151755771,5.76033466903,0.463731449097,0.452427498763,
4059,2,3,SHIP,CANOE,SAILOR,UMBRELLA,BANANA,CHAIR,SHIP,CANOE,BASE,TAXONOMIC,8.40787979099,SHIP,CANOE,5.05914709868,0.999122341513,2.34961035079,
4059,2,4,ROCKET,MISSILE,ASTRONAUT,BUG,CHEESE,WATER,MISSILE,ROCKET,TAXONOMIC,BASE,8.28101526317,MISSILE,ROCKET,5.54423799482,0.784860771382,1.95191649697,
4059,2,5,CAR,BIKE,SEATBELT,SHRIMP,COTTON,BISCUIT,BIKE,CAR,TAXONOMIC,BASE,6.74420210731,BIKE,CAR,4.62675014418,0.840137366322,1.27731459681,
4059,2,6,RABBI,PASTOR,TEMPLE,DRIVEWAY,GLOVES,APPLE,RABBI,PASTOR,BASE,TAXONOMIC,8.73887656396,TEMPLE,RABBI,TEMPLE,PASTOR,2.95533410122,0.379746051854,4.13947354385,0.380455197184,0.883867669851,
4059,2,7,CAMEL,ANTELOPE,DESERT,CORK,ENGINE,PAMPHLET,CAMEL,ANTELOPE,BASE,TAXONOMIC,7.52051969559,CAMEL,ANTELOPE,5.80111483485,0.751278994372,0.968125866377,
4059,2,8,SHAMPOO,BLEACH,SHOWER,TEAM,SAUCE,CIRCLE,SHAMPOO,BLEACH,BASE,TAXONOMIC,9.76515301748,SHAMPOO,BLEACH,4.95419887255,0.802039173781,4.00891497114,
4059,2,9,SPOON,LADLE,CEREAL,LION,TREE,STEREO,LADLE,SPOON,TAXONOMIC,BASE,4.65334078006,LADLE,SPOON,1.48841977445,0.676400586963,2.48852041864,
4059,2,10,CITY,VILLAGE,AIRPORT,WHALE,NECK,CABINET,VILLAGE,CITY,TAXONOMIC,BASE,8.71284509986,VILLAGE,CITY,7.11711559887,0.965738211409,0.629991289577,
4059,2,11,SNOW,RAIN,SLED,CEMETARY,WORK,NOVEL,RAIN,SNOW,TAXONOMIC,BASE,7.18500716926,RAIN,SNOW,2.64611226413,2.19441377476,2.34448113036,
