
Tue, 29 Sep 2015 3:07:57 PM,
4,0,1,1,
4011,2,1,TRUCK,BUS,TRAILER,CLIMATE,CACTUS,CLUB,TRUCK,TRAILER,BASE,THEMATIC,11.9295132105,TRUCK,TRAILER,9.68074228475,1.0907538521,1.15801707364,
4011,2,2,SPOON,LADLE,CEREAL,LION,TREE,STEREO,CEREAL,SPOON,THEMATIC,BASE,11.1666952485,CEREAL,SPOON,9.14474803727,1.02390280494,0.998044406238,
4011,2,3,COOKIE,BISCUIT,CHOCOLATE,PAGE,WAVE,FUR,COOKIE,CHOCOLATE,BASE,THEMATIC,7.93302579713,COOKIE,CHOCOLATE,6.25523064216,0.746602457948,0.931192697026,
4011,2,4,CAR,BIKE,SEATBELT,SHRIMP,COTTON,BISCUIT,SEATBELT,CAR,THEMATIC,BASE,6.38862584031,SEATBELT,CAR,4.894427402,0.68944893108,0.804749507224,
4011,2,5,SILVER,GOLD,BULLET,STAIRS,BALLOON,LIBRARY,STAIRS,LIBRARY,UNRELATED,UNRELATED,5.22396530985,STAIRS,LIBRARY,4.25349156419,0.401806813665,0.568666931998,
4011,2,6,COCONUT,ORANGE,BEACH,CYMBAL,SOCIETY,ROD,COCONUT,BEACH,BASE,THEMATIC,4.67933791218,COCONUT,BEACH,3.71540499362,0.300308617705,0.663624300854,
4011,2,7,SUBMARINE,AIRPLANE,OCEAN,SHEET,CROW,DOCTOR,OCEAN,SUBMARINE,THEMATIC,BASE,6.56616111024,OCEAN,SUBMARINE,5.13398780231,0.686410427734,0.745762880193,
4011,2,8,RIVER,LAKE,RAPIDS,GLASS,BUDGET,FEATHER,RIVER,LAKE,BASE,TAXONOMIC,4.4549826092,RIVER,LAKE,3.56478653342,0.332285406068,0.557910669711,
4011,2,9,PANTS,DRESS,POCKET,ICE,TEETH,DOG,DRESS,PANTS,TAXONOMIC,BASE,4.29990637512,DRESS,PANTS,3.36124951416,0.352859695849,0.585797165113,
4011,2,10,PANDA,RACOON,BAMBOO,WHIP,FENDER,LAW,PANDA,BAMBOO,BASE,THEMATIC,6.46730910696,PANDA,RACOON,RACOON,BAMBOO,2.77185600315,1.13081753551,1.55703897879,0.46995827934,0.537638310168,
4011,2,11,SPIDER,BEE,WEB,PEPPER,SHED,TOILET,TOILET,SHED,UNRELATED,UNRELATED,4.77495442907,TOILET,SHED,4.18955122982,0.156130341114,0.429272858135,
4011,2,12,TORTILLA,BAGEL,BEANS,COLD,KNOB,SALESMAN,BEANS,TORTILLA,THEMATIC,BASE,15.1206949294,BEANS,TORTILLA,12.8043151515,1.87238716189,0.443992615968,
4011,2,13,CHISEL,KNIFE,SCULPTURE,HAMSTER,BOTTLE,MIRROR,KNIFE,CHISEL,TAXONOMIC,BASE,8.81342933746,KNIFE,CHISEL,7.60338559066,0.728552529588,0.481491217215,
4011,2,14,CAMEL,ANTELOPE,DESERT,CORK,ENGINE,PAMPHLET,CAMEL,DESERT,BASE,THEMATIC,3.40975830349,CAMEL,DESERT,2.75935635902,0.255054516252,0.395347428217,
4011,2,15,BICYCLE,CAR,HELMET,FISH,BEER,BANK,HELMET,BICYCLE,THEMATIC,BASE,3.9804904114,HELMET,BICYCLE,3.11601931561,0.429402966169,0.43506812962,
4011,2,16,COMPUTER,TABLET,MOUSE,ATHLETE,COUCH,SALON,COMPUTER,MOUSE,BASE,THEMATIC,4.2273878472,COMPUTER,MOUSE,3.41106931615,0.18424990552,0.632068625535,
4011,2,17,COW,BUFFALO,FARM,SKY,SLIDE,CHALK,COW,FARM,BASE,THEMATIC,2.87361309101,COW,FARM,2.23947763431,0.156643158931,0.477492297767,
4011,2,18,POLICE,FIREMAN,HANDCUFFS,CARAVAN,CRAB,LAUNDRY,FIREMAN,POLICE,TAXONOMIC,BASE,4.70374525827,FIREMAN,POLICE,3.61175521411,0.529379924119,0.562610120047,
4011,2,19,CROUTONS,BAGEL,SALAD,METAL,SHARK,SPOT,CROUTONS,SALAD,BASE,THEMATIC,1.94120274147,CROUTONS,SALAD,1.40465793497,0.139721164829,0.396823641669,
4011,2,20,FOOTBALL,BASEBALL,QUARTERBACK,CLOUD,PLANT,NECKLACE,FOOTBALL,QUARTERBACK,BASE,THEMATIC,4.58472683601,FOOTBALL,QUARTERBACK,3.34917495598,0.557212787273,0.678339092759,
4011,2,21,CUP,BOWL,TEA,LAMP,PHONE,TRUCK,CUP,TEA,BASE,THEMATIC,3.85049093445,CUP,TEA,2.61958421039,0.657371168141,0.573535555915,
4011,2,22,HAPPY,SAD,SMILE,ROOF,SEED,KEY,HAPPY,SMILE,BASE,THEMATIC,3.56384366378,HAPPY,SMILE,2.44894897181,0.348919374752,0.765975317219,
4011,2,23,CAPTAIN,PILOT,SHIP,EAR,BENCH,FREEZER,PILOT,CAPTAIN,TAXONOMIC,BASE,2.62068168679,PILOT,CAPTAIN,1.56865865533,0.49688005494,0.555142976518,
4011,2,24,RECEPTIONIST,HOSTESS,TELEPHONE,PARK,HAND,STRING,RECEPTIONIST,TELEPHONE,BASE,THEMATIC,2.51806581946,RECEPTIONIST,TELEPHONE,1.78183029272,0.237564416777,0.498671109963,
4011,2,25,PENCIL,PEN,ERASER,FLUTE,MINT,SHEEP,PENCIL,PEN,BASE,TAXONOMIC,2.7428773283,PENCIL,PEN,1.98386163387,0.176262991794,0.582752702641,
4011,2,26,ROCKET,MISSILE,ASTRONAUT,BUG,CHEESE,WATER,ROCKET,ASTRONAUT,BASE,THEMATIC,5.99744882254,ROCKET,ASTRONAUT,5.40084904619,0.1661499865,0.430449789856,
4011,2,27,MILK,LEMONADE,COW,GUITAR,LEAF,WINDOW,LEAF,WINDOW,UNRELATED,UNRELATED,6.16224773775,LEAF,WINDOW,5.67894560163,0.12035360263,0.362948533497,
4011,2,28,CIGARETTES,ALCOHOL,LUNGS,OUTLET,SOCK,CARPET,LUNGS,CIGARETTES,THEMATIC,BASE,5.51675745542,LUNGS,CIGARETTES,4.55763687997,0.59644848021,0.362672095245,
4011,2,29,COW,PIG,GRASS,CHISEL,PARCEL,HOTEL,GRASS,COW,THEMATIC,BASE,1.97671827074,GRASS,COW,1.30951616354,0.271406087501,0.3957960197,
4011,2,30,RABBI,PASTOR,TEMPLE,DRIVEWAY,GLOVES,APPLE,PASTOR,TEMPLE,TAXONOMIC,THEMATIC,7.16576727666,PASTOR,TEMPLE,6.16494789382,0.331534884521,0.669284498319,
4011,2,31,BIRD,BAT,NEST,BONE,RAIN,BRACKET,BIRD,NEST,BASE,THEMATIC,3.44362016919,BIRD,NEST,2.93994999613,0.205128773872,0.298541399185,
4011,2,32,ROBBERY,TREASON,BANK,STEW,TUB,SHORE,BANK,ROBBERY,THEMATIC,BASE,2.7927573839,BANK,ROBBERY,1.9041888176,0.266128268675,0.622440297622,
4011,2,33,CAKE,DONUT,CANDLE,BROCHURE,LAKE,DRUM,CAKE,DONUT,BASE,TAXONOMIC,3.00149508397,CAKE,DONUT,2.11766271619,0.272666778299,0.611165589478,
4011,2,34,TOOTHBRUSH,COMB,FLOSS,CAKE,CUP,GLASSES,CUP,GLASSES,UNRELATED,UNRELATED,1.9293857509,CUP,GLASSES,1.5155136488,0.109886690101,0.303985412,
4011,2,35,SURGEON,BUTCHER,KIDNEY,PENGUIN,MOVIE,HOUSE,SURGEON,KIDNEY,BASE,THEMATIC,3.81740276492,SURGEON,KIDNEY,2.76583031123,0.541661397263,0.509911056433,
4011,2,36,OVEN,MICROWAVE,PAN,SCREEN,BASKETBALL,BOOT,OVEN,PAN,BASE,THEMATIC,5.59551752883,OVEN,PAN,4.97844874102,0.368355467159,0.248713320645,
4011,2,37,CHAIR,SOFA,LEGS,BREAD,BALL,KEYBOARD,SOFA,CHAIR,TAXONOMIC,BASE,8.35244719038,SOFA,CHAIR,7.51109924429,0.337099073513,0.504248872574,
4011,2,38,FIELD,COURT,GRASS,GAS,TOAD,SCHOOL,FIELD,SCHOOL,BASE,UNRELATED,3.77290911711,FIELD,SCHOOL,3.00563536771,0.131252222287,0.636021527112,
4011,2,39,PACKAGE,CRATE,DELIVERY,TROUT,CHILD,BILL,DELIVERY,PACKAGE,THEMATIC,BASE,4.6474167424,DELIVERY,PACKAGE,3.70837187464,0.358491752879,0.58055311488,
4011,2,40,LAWNMOWER,SCISSORS,GRASS,BOMB,AUNT,INTERNET,LAWNMOWER,GRASS,BASE,THEMATIC,3.97791175568,LAWNMOWER,GRASS,2.74434162339,0.462538808992,0.771031323296,
4011,2,41,CROWN,HAT,KING,SHOVEL,NOSE,TENT,CROWN,KING,BASE,THEMATIC,7.3113399939,CROWN,KING,6.47613493633,0.390287780494,0.444917277084,
4011,2,42,GARLIC,ONION,VAMPIRE,HOUSE,FOOT,CODE,GARLIC,ONION,BASE,TAXONOMIC,7.77175833931,GARLIC,ONION,6.81982350326,0.426364462823,0.525570373225,
4011,2,43,CRIB,BED,BABY,FERRY,BOWL,PATIO,CRIB,BABY,BASE,THEMATIC,1.73665895726,CRIB,BABY,1.11241038929,0.164992587466,0.459255980502,
4011,2,44,DOG,CAT,BONE,POND,HOOD,QUEEN,DOG,CAT,BASE,TAXONOMIC,5.38534830895,DOG,CAT,4.6576810439,0.245953903999,0.481713361049,
4011,2,45,MONKEY,BEAR,BANANA,AIRPLANE,HAMMER,PLUG,BANANA,MONKEY,THEMATIC,BASE,2.8429691653,BANANA,MONKEY,2.17713037884,0.279346652213,0.386492134247,
4011,2,46,PENGUIN,GOOSE,ICE,VOLCANO,HEAD,BRICK,ICE,PENGUIN,THEMATIC,BASE,6.29993915051,ICE,PENGUIN,5.26785344206,0.495299887552,0.536785820907,
4011,2,47,SNOW,RAIN,SLED,CEMETARY,WORK,NOVEL,SLED,SNOW,THEMATIC,BASE,3.54405730584,SLED,SNOW,2.72536769597,0.340755341924,0.477934267954,
4011,2,48,BEER,JUICE,PARTY,SHOP,SNOW,WOUND,PARTY,BEER,THEMATIC,BASE,4.16303368309,PARTY,BEER,3.4615300576,0.366345910006,0.335157715483,
4011,2,49,WAITRESS,STEWARDESS,RESTAURANT,SWAN,BEACH,CALCIUM,RESTAURANT,WAITRESS,THEMATIC,BASE,5.61857645219,RESTAURANT,WAITRESS,4.37869525113,0.600383835321,0.639497365744,
4011,2,50,BEE,BUTTERFLY,HONEY,ASPHALT,COACH,PLIERS,HONEY,BEE,THEMATIC,BASE,3.11028926366,HONEY,BEE,2.24700801109,0.373093651957,0.490187600604,
4011,2,51,SHOE,GLOVE,FOOT,WALL,CARD,TIGER,SHOE,FOOT,BASE,THEMATIC,6.69130553678,SHOE,FOOT,5.98515973496,0.365817201149,0.340328600665,
