
Tue, 06 Oct 2015 1:01:31 PM,
4,0,4,6,
4046,1,1,NEEDLE,PIN,THREAD,WAX,HYDRANT,WRIST,PIN,NEEDLE,TAXONOMIC,BASE,8.85525792197,PIN,NEEDLE,7.2099037068,0.399084145203,1.24627006997,
4046,1,2,WAITRESS,STEWARDESS,RESTAURANT,SWAN,BEACH,CALCIUM,STEWARDESS,WAITRESS,TAXONOMIC,BASE,6.90522306075,STEWARDESS,WAITRESS,5.6376361252,0.386030962341,0.881555973203,
4046,1,3,FOOTBALL,BASEBALL,QUARTERBACK,CLOUD,PLANT,NECKLACE,BASEBALL,FOOTBALL,TAXONOMIC,BASE,4.33110086003,BASEBALL,FOOTBALL,3.65525434643,0.259493088466,0.416353425127,
4046,1,4,SURGEON,BUTCHER,KIDNEY,PENGUIN,MOVIE,HOUSE,SURGEON,BUTCHER,BASE,TAXONOMIC,9.94439618266,SURGEON,BUTCHER,8.28065071255,0.682092362782,0.98165310733,
4046,1,5,COW,BUFFALO,FARM,SKY,SLIDE,CHALK,COW,BUFFALO,BASE,TAXONOMIC,4.53873181378,COW,BUFFALO,3.63911862881,0.291872119298,0.607741065673,
4046,1,6,CUP,BOWL,TEA,LAMP,PHONE,TRUCK,BOWL,CUP,TAXONOMIC,BASE,6.76198732283,BOWL,CUP,5.96156945417,0.425160383806,0.375257484848,
4046,1,7,COMPUTER,TABLET,MOUSE,ATHLETE,COUCH,SALON,COMPUTER,TABLET,BASE,TAXONOMIC,8.11344893649,COMPUTER,TABLET,7.0885615478,0.307123234496,0.717764154193,
4046,1,8,CAMEL,ANTELOPE,DESERT,CORK,ENGINE,PAMPHLET,CAMEL,ANTELOPE,BASE,TAXONOMIC,5.98932915216,CAMEL,ANTELOPE,4.97032840864,0.561468943255,0.457531800261,
4046,1,9,BEE,BUTTERFLY,HONEY,ASPHALT,COACH,PLIERS,BUTTERFLY,BEE,TAXONOMIC,BASE,5.85090509523,BUTTERFLY,BEE,4.3119551104,0.361639838316,1.17731014651,
4046,1,10,LAWNMOWER,SCISSORS,GRASS,BOMB,AUNT,INTERNET,SCISSORS,LAWNMOWER,TAXONOMIC,BASE,10.2737877603,SCISSORS,LAWNMOWER,9.69039610459,0.187656882801,0.395734772901,
4046,1,11,CAKE,DONUT,CANDLE,BROCHURE,LAKE,DRUM,DONUT,CAKE,TAXONOMIC,BASE,24.384305127,DONUT,CAKE,23.2522888094,0.226457226905,0.905559090665,
4046,1,12,CAPTAIN,PILOT,SHIP,EAR,BENCH,FREEZER,PILOT,CAPTAIN,TAXONOMIC,BASE,3.24024801969,PILOT,CAPTAIN,2.55847380927,0.446362039424,0.235412170994,
4046,1,13,SAXOPHONE,HARP,JAZZ,SODA,HAIR,PILOT,HARP,SAXOPHONE,TAXONOMIC,BASE,5.84105627891,HARP,SAXOPHONE,4.91471631476,0.395811248687,0.530528715462,
4046,1,14,CHAIR,SOFA,LEGS,BREAD,BALL,KEYBOARD,CHAIR,SOFA,BASE,TAXONOMIC,7.37751765724,CHAIR,SOFA,6.50213205069,0.480061683804,0.395323922741,
4046,1,15,SHIP,CANOE,SAILOR,UMBRELLA,BANANA,CHAIR,SHIP,CANOE,BASE,TAXONOMIC,10.6500748537,SHIP,CANOE,10.0680928674,0.309969389928,0.272012596368,
4046,1,16,PENCIL,PEN,ERASER,FLUTE,MINT,SHEEP,PEN,PENCIL,TAXONOMIC,BASE,6.18077505997,PEN,PENCIL,5.55851419899,0.342083569732,0.28017729125,
4046,1,17,PANTS,DRESS,POCKET,ICE,TEETH,DOG,DRESS,PANTS,TAXONOMIC,BASE,6.34402592084,DRESS,PANTS,5.79763726401,0.266816881252,0.27957177558,
4046,1,18,BISCUITS,TOAST,GRAVY,SNAIL,PELICAN,DANCE,TOAST,BISCUITS,TAXONOMIC,BASE,7.4244406512,TOAST,BISCUITS,6.0206842029,0.353429125505,1.0503273228,
4046,1,19,CHISEL,KNIFE,SCULPTURE,HAMSTER,BOTTLE,MIRROR,CHISEL,KNIFE,BASE,TAXONOMIC,11.8835317621,CHISEL,KNIFE,11.232909329,0.307685049833,0.342937383219,
4046,1,20,CROUTONS,BAGEL,SALAD,METAL,SHARK,SPOT,SALAD,BAGEL,THEMATIC,TAXONOMIC,12.8326058758,SALAD,BAGEL,10.5932772201,0.469426922034,1.76990173361,
4046,1,21,BIRD,BAT,NEST,BONE,RAIN,BRACKET,BIRD,BAT,BASE,TAXONOMIC,17.1753075416,BIRD,BAT,15.7477065556,0.888418594375,0.5391823916,
4046,1,22,SHOE,GLOVE,FOOT,WALL,CARD,TIGER,SHOE,GLOVE,BASE,TAXONOMIC,5.76981300849,SHOE,GLOVE,4.24666800851,0.427319912938,1.09582508705,
4046,1,23,BEER,JUICE,PARTY,SHOP,SNOW,WOUND,BEER,JUICE,BASE,TAXONOMIC,9.57596357772,BEER,JUICE,9.04381000111,0.20648050739,0.325673069223,
