
Mon, 28 Sep 2015 1:33:52 PM,
3,9,8,0,
3980,2,1,PACKAGE,CRATE,DELIVERY,TROUT,CHILD,BILL,CHILD,CRATE,UNRELATED,TAXONOMIC,23.4316945897,CHILD,CRATE,19.6910231393,2.31284898263,1.4278224677,
3980,2,2,PENGUIN,GOOSE,ICE,VOLCANO,HEAD,BRICK,HEAD,ICE,UNRELATED,THEMATIC,15.8654699153,HEAD,ICE,9.17904591392,5.23295170511,1.45347229624,
3980,2,3,TORTILLA,BAGEL,BEANS,COLD,KNOB,SALESMAN,KNOB,SALESMAN,UNRELATED,UNRELATED,13.9859940158,KNOB,SALESMAN,11.4198001302,0.766951293277,1.7992425923,
3980,2,4,FOOTBALL,BASEBALL,QUARTERBACK,CLOUD,PLANT,NECKLACE,QUARTERBACK,FOOTBALL,THEMATIC,BASE,8.97549796948,QUARTERBACK,FOOTBALL,5.19172466348,2.69439800351,1.08937530249,
3980,2,5,SAXOPHONE,HARP,JAZZ,SODA,HAIR,PILOT,JAZZ,SAXOPHONE,THEMATIC,BASE,5.37566701078,JAZZ,SAXOPHONE,3.10300586047,1.02539457841,1.24726657191,
3980,2,6,BISCUITS,TOAST,GRAVY,SNAIL,PELICAN,DANCE,TOAST,BISCUITS,TAXONOMIC,BASE,18.9584551373,DANCE,TOAST,BISCUITS,BISCUITS,BISCUITS,DANCE,BISCUITS,6.93408685661,4.99778021738,2.76341321459,0.803512652928,0.402590441634,0.489857198962,0.853078860033,1.71413569513,
3980,2,7,CHISEL,KNIFE,SCULPTURE,HAMSTER,BOTTLE,MIRROR,SCULPTURE,CHISEL,THEMATIC,BASE,7.42583145015,SCULPTURE,CHISEL,4.86968667462,1.12956776976,1.42657700577,
3980,2,8,TOOTHBRUSH,COMB,FLOSS,CAKE,CUP,GLASSES,CUP,CAKE,UNRELATED,UNRELATED,10.0041131365,FLOSS,CUP,CAKE,CAKE,TOOTHBRUSH,FLOSS,CAKE,4.89854384906,1.67681752361,0.721205231093,0.54696934286,0.492519613879,0.391920587106,0.671895929438,0.604241059453,
3980,2,9,SPIDER,BEE,WEB,PEPPER,SHED,TOILET,SPIDER,BEE,BASE,TAXONOMIC,20.1867805569,SPIDER,BEE,17.6366935865,1.68563507631,0.864451894071,
3980,2,10,RABBI,PASTOR,TEMPLE,DRIVEWAY,GLOVES,APPLE,RABBI,PASTOR,BASE,TAXONOMIC,5.0477033112,RABBI,PASTOR,3.06255880516,0.633772941888,1.35137156415,
