
Mon, 28 Sep 2015 3:59:55 PM,
3,9,8,9,
3989,1,1,GARLIC,ONION,VAMPIRE,HOUSE,FOOT,CODE,GARLIC,ONION,BASE,TAXONOMIC,11.7883674782,ONION,ONION,ONION,ONION,ONION,ONION,GARLIC,GARLIC,GARLIC,ONION,6.50073992758,0.000176125904545,0.000159903836902,0.000159572751727,0.000172815285623,0.00016023486387,1.08255704393,0.245925763622,0.000228433986194,1.74658888439,2.21149877209,
3989,1,2,CROUTONS,BAGEL,SALAD,METAL,SHARK,SPOT,SALAD,BAGEL,THEMATIC,TAXONOMIC,12.3661141653,SALAD,BAGEL,11.307390734,0.683477864775,0.375245566538,
3989,1,3,ROBBERY,TREASON,BANK,STEW,TUB,SHORE,ROBBERY,BANK,BASE,THEMATIC,9.42182226776,ROBBERY,BANK,8.10474692489,0.713411658595,0.603663684276,
3989,1,4,SILVER,GOLD,BULLET,STAIRS,BALLOON,LIBRARY,GOLD,SILVER,TAXONOMIC,BASE,7.24452006683,GOLD,SILVER,5.84460627579,0.6168108891,0.783102901943,
3989,1,5,CAR,BIKE,SEATBELT,SHRIMP,COTTON,BISCUIT,SEATBELT,CAR,THEMATIC,BASE,21.1126133314,BIKE,BIKE,SEATBELT,CAR,14.3524855938,3.64589550433,1.94593794673,0.490384583594,0.677909702994,
3989,1,6,SHOE,GLOVE,FOOT,WALL,CARD,TIGER,SHOE,FOOT,BASE,THEMATIC,8.08679267397,SHOE,FOOT,6.42022951989,0.744798491418,0.921764662664,
3989,1,7,CHAIR,SOFA,LEGS,BREAD,BALL,KEYBOARD,CHAIR,SOFA,BASE,TAXONOMIC,6.07899214921,CHAIR,SOFA,4.81388653652,0.70705126127,0.558054351422,
3989,1,8,PACKAGE,CRATE,DELIVERY,TROUT,CHILD,BILL,PACKAGE,DELIVERY,BASE,THEMATIC,9.6912820313,DELIVERY,DELIVERY,PACKAGE,DELIVERY,4.67322150886,0.000358542078175,1.24335406016,2.06518645847,1.70916146174,
3989,1,9,COOKIE,BISCUIT,CHOCOLATE,PAGE,WAVE,FUR,COOKIE,BISCUIT,BASE,TAXONOMIC,15.9636425756,COOKIE,BISCUIT,14.4726289709,0.945261583431,0.545752021309,
3989,1,10,SPIDER,BEE,WEB,PEPPER,SHED,TOILET,SPIDER,WEB,BASE,THEMATIC,10.1835795013,SPIDER,WEB,8.31716506113,0.95681405405,0.909600386163,
3989,1,11,MILK,LEMONADE,COW,GUITAR,LEAF,WINDOW,MILK,LEMONADE,BASE,TAXONOMIC,17.2441800644,COW,MILK,MILK,MILK,COW,LEMONADE,10.7627901526,3.57612281939,0.191801801382,0.167558993911,0.567820070835,1.33629624383,0.641789982386,
3989,1,12,TORTILLA,BAGEL,BEANS,COLD,KNOB,SALESMAN,BAGEL,TORTILLA,TAXONOMIC,BASE,13.9806973262,BAGEL,TORTILLA,11.7849952625,0.757375604415,1.43832645938,
3989,1,13,SHAMPOO,BLEACH,SHOWER,TEAM,SAUCE,CIRCLE,SHAMPOO,SHOWER,BASE,THEMATIC,8.28609406319,SHAMPOO,SHOWER,7.55800965778,0.221054597059,0.507029808359,
3989,1,14,BICYCLE,CAR,HELMET,FISH,BEER,BANK,BICYCLE,HELMET,BASE,THEMATIC,7.38422600273,BICYCLE,HELMET,6.60073410085,0.245127237751,0.538364664128,
3989,1,15,SNOW,RAIN,SLED,CEMETARY,WORK,NOVEL,RAIN,SNOW,TAXONOMIC,BASE,6.61978615925,WORK,WORK,RAIN,SNOW,3.06229991332,1.70524265984,0.220324270369,0.32311527041,1.30880404531,
3989,1,16,CIGARETTES,ALCOHOL,LUNGS,OUTLET,SOCK,CARPET,CIGARETTES,ALCOHOL,BASE,TAXONOMIC,8.30788137059,CIGARETTES,ALCOHOL,6.86561756971,0.492075657356,0.950188143528,
3989,1,17,TOOTHBRUSH,COMB,FLOSS,CAKE,CUP,GLASSES,FLOSS,TOOTHBRUSH,THEMATIC,BASE,20.5828036865,GLASSES,FLOSS,GLASSES,TOOTHBRUSH,17.249286061,1.7609646669,0.681156114442,0.557498495327,0.33389834885,
3989,1,18,RECEPTIONIST,HOSTESS,TELEPHONE,PARK,HAND,STRING,RECEPTIONIST,HOSTESS,BASE,TAXONOMIC,4.13536535867,RECEPTIONIST,HOSTESS,3.3046107915,0.571377351123,0.259377216047,
3989,1,19,FLY,ANT,WINGS,CEREAL,BUSINESS,CONCRETE,ANT,FLY,TAXONOMIC,BASE,13.8764248157,ANT,FLY,12.7134457582,0.29618223873,0.866796818853,
3989,1,20,BOTTLE,CAN,BABY,CLOCK,BERRY,BELL,BOTTLE,CAN,BASE,TAXONOMIC,4.79344401014,BOTTLE,CAN,3.39338819281,0.568468955811,0.831586861517,
3989,1,21,SAXOPHONE,HARP,JAZZ,SODA,HAIR,PILOT,JAZZ,SAXOPHONE,THEMATIC,BASE,19.7282284182,JAZZ,SAXOPHONE,18.637988046,0.680016923987,0.410223448183,
3989,1,22,NEEDLE,PIN,THREAD,WAX,HYDRANT,WRIST,NEEDLE,PIN,BASE,TAXONOMIC,3.96937461395,NEEDLE,PIN,2.8515970186,0.599849498423,0.517928096931,
3989,1,23,FIELD,COURT,GRASS,GAS,TOAD,SCHOOL,GRASS,FIELD,THEMATIC,BASE,6.15564036678,GRASS,FIELD,5.53136167198,0.131980562583,0.492298132216,
3989,1,24,BEER,JUICE,PARTY,SHOP,SNOW,WOUND,BEER,PARTY,BASE,THEMATIC,14.2708035515,SNOW,SNOW,SNOW,SNOW,BEER,PARTY,PARTY,PARTY,8.02428319724,2.99715649319,0.00016784935724,0.000161890173331,1.76313313469,0.346892271191,0.000289018673357,0.434764875215,0.703954821744,
3989,1,25,COMPUTER,TABLET,MOUSE,ATHLETE,COUCH,SALON,COMPUTER,TABLET,BASE,TAXONOMIC,8.76170393231,COMPUTER,TABLET,7.98047716887,0.538026979077,0.243199784367,
3989,1,26,HAPPY,SAD,SMILE,ROOF,SEED,KEY,HAPPY,SMILE,BASE,THEMATIC,30.6294257434,HAPPY,SMILE,29.994850634,0.177687228192,0.456887881272,
3989,1,27,PENGUIN,GOOSE,ICE,VOLCANO,HEAD,BRICK,PENGUIN,GOOSE,BASE,TAXONOMIC,3.8044929328,CONFIRM,PENGUIN,GOOSE,0.000504872296005,2.31845190603,0.481751433341,1.00378472114,
3989,1,28,RIVER,LAKE,RAPIDS,GLASS,BUDGET,FEATHER,RAPIDS,RIVER,THEMATIC,BASE,6.00995442586,LAKE,LAKE,RAPIDS,RIVER,0.756521128875,4.0211927169,0.409875831218,0.248912952084,0.573451796779,
3989,1,29,DOG,CAT,BONE,POND,HOOD,QUEEN,BONE,DOG,THEMATIC,BASE,5.82097394986,BONE,DOG,4.02367602626,1.04492899671,0.752368926886,
3989,1,30,WAITRESS,STEWARDESS,RESTAURANT,SWAN,BEACH,CALCIUM,WAITRESS,STEWARDESS,BASE,TAXONOMIC,9.16469926498,WAITRESS,STEWARDESS,8.29262959323,0.421327989548,0.450741682202,
3989,1,31,POLICE,FIREMAN,HANDCUFFS,CARAVAN,CRAB,LAUNDRY,POLICE,FIREMAN,BASE,TAXONOMIC,6.25663137308,POLICE,FIREMAN,4.99353730393,0.767697511008,0.495396558137,
3989,1,32,LAWNMOWER,SCISSORS,GRASS,BOMB,AUNT,INTERNET,GRASS,LAWNMOWER,THEMATIC,BASE,15.678703594,SCISSORS,SCISSORS,GRASS,LAWNMOWER,12.3958870622,2.29709796113,0.401690610335,0.250173642999,0.333854317374,
